Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Peter SEBASTIAN ,"Senior Civil Servant, Ministry of Defence.",Kent
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Ian SHOTT ,For services to the Chemical Engineering Industry.,Tyne and Wear
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Dr Elizabeth SIDWELL ,"Chief Executive, Haberdashers' Aske's Federation, Lewisham, London.  For services to local and national Education.",London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Dr Malcolm SKINGLE ,"Director, Academic Liaison, Worldwide Business Development, GlaxoSmithKline.  For services to the Pharmaceutical Industry.",Hertfordshire
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Ms Jane SLOWEY ,"Chief Executive, Foyer Federation.  For services to Disadvantaged Young People.",West Midlands
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Ms Delia Ann SMITH OBE,Cookery Writer and Broadcaster.  For services to the Food Industry.,Suffolk
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Dr James Matheson SMITH ,"Chairman, Shell UK.  For services to the Oil and Gas industries.",Surrey
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Michael Thomas SMYTH ,"Partner, Clifford Chance.  For services to Pro Bono Legal Work.",London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Paul SNELL ,Lately Chief Inspector of Social Services.  For services to Local Government.,London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Miss Christine Joy STEWART ,"Lately Director, Criminal Law and Sentencing Policy, Ministry of Justice.",Surrey
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr James Robert STEWART ,"Chairman, Warrenpoint Harbour Authority.  For services to the Ports Industry in Northern Ireland.",Armagh
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Christopher TAILBY ,"Director, Anti-Avoidance Group, HM Revenue and Customs.",London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Jeffrey TATHAM-BANKS ,For services to the Fashion Industry and to Charity.,Oxfordshire
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Richard James THOMAS ,Information Commissioner.  For public service.,CHECK REQUIRED
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Prof Peter TOYNE ,For services to the community in Liverpool.,London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr David TURRELL ,"Headteacher, Sir Bernard Lovell School, Bristol and Chairman, Kingswood 14-19 Partnership.  For services to local and national Education.",Wiltshire
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Rumi VERJEE ,For charitable services.,London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Graham VICK ,"Artistic Director, Birmingham Opera Company.  For services to Opera Music.",West Midlands
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr John Robert WALKER ,"Lately Chief Executive, English Partnerships.  For services to Regeneration.",Tyne and Wear
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Ms Sandra WALKER ,"Deputy Director, Children's Services Division, Legal Advisers' Office, Department for Children, Schools and Families.",Norfolk
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr James WARDROPE ,"Consultant in Emergency Medicine, Northern General Hospital NHS Trust, Sheffield.  For services to Medicine.",South Yorkshire
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Prof David Allan WARNER ,"Vice-Chancellor, Swansea Metropolitan University. For services to local and national Higher Education.",Swansea
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Robert WARNER ,"Lately Chief Executive, Remploy.  For services to Disabled People.",East Sussex
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Prof David Clifford Stephen WHITE ,"Lately Director, Institute of Food Research.  For services to Biological Sciences.",Norfolk
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Keith George WHITE ,"Chief Executive, Crown Agents.  For services to International Development.",Surrey
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mrs Pamela WHITTLE ,"Lately Director of Public Health, Scottish Executive.","Roxburgh, Ettrick and Lauderdale"
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Peter Kenneth WILKINSON ,"Managing Director of Policy, Research and Studies, Audit Commission.  For services to Local Government.",Surrey
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Ms Alwen WILLIAMS ,"Chief Executive, Tower Hamlets Primary Care Trust.  For services to Healthcare.",London
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mrs Anne Elizabeth WILLIAMS ,"Lately Strategic Director, Health and Social Care, Salford Council.  For services to Local Government.",Cheshire
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Dr Juliet Susan Durrant WILLIAMS ,For services to the Tourist and Creative Industries.,Devon
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Mr Peter Robert WILLIAMS ,"Chief Executive, Quality Assurance Agency and lately President, European Association for Quality Assurance in Higher Education.  For services to Higher Education.",Worcestershire
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Prof George Gray YOUNGSON ,"Consultant Paediatric Surgeon, Royal Aberdeen Children's Hospital and Honorary Professor of Paediatric Surgery, Aberdeen University. For services to Medicine.",Aberdeen
Birthday,2009,Commanders of the Order of the British Empire,CBE,Commander of the Order of the British Empire,Prof Graham John ZELLICK ,"Lately Chairman, Criminal Cases Review Commission.  For services to the Administration of Justice.",London
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Gurdev  Kaur ABROL ,For voluntary service to Sikh and Asian Women in the West Midlands.,West Midlands
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof David Llewellyn ADAMSON ,For services to Regeneration in Wales.,"Rhondda, Cynon, Taff"
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David ALLAN ,For services to Mountain Rescue in England and Wales.,Cumbria
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Philippa ALLAN ,For services to Business in the East Midlands and to International Trade.,South Yorkshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Allan ANDERSON MBE,For services to Swimming.,West Lothian
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret ANDERSON ,"Headteacher, Sele First School, Hexham, Northumberland. For services to Education.",Northumberland
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Gordon ANKERS ,"Chief Executive, Construction Products Association.  For services to the Construction Industry.",Hampshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Stephen APLIN ,For public service and for services to the Accountancy Profession.,Somerset
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jennette ARNOLD ,For services to Local Government and to the community in London.,London
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Christopher ASTON ,For services to Business.,Cambridgeshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Reshard Sheik Mahmad AULADIN ,"Deputy Chairman, Metropolitan Police Authority.  For services to the Police and to the Administration of Justice.",London
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard AUSTIN ,"Headteacher, Higher Bebington Junior School, Wirral. For services to Education.",Merseyside
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Herbert Howard BAGGALEY ,"Chairman, Baggaley Group Ltd.  For services to Training and to Business.",Nottinghamshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jennifer Ann BARRACLOUGH ,Television Producer.  For services to Documentary Film Making and to Charity.,London
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Lawrence Neil BARRY ,For services to Humanitarian Aid.,Kent
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew John BEALE ,For services to Intellectual Property and to Business in Wales.,Swansea
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian Agar BELL ,"Director, ARC-Addington Fund.  For services to Farming Families.",Rutland
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Mark Anderson BELLIS ,"Director, Centre for Public Health, John Moores University. For services to Healthcare.",Merseyside
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Amanda Sonia BERRY ,"Chief Executive, British Academy of Film and Television Arts.  For services to the Film Industry.",London
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Gerald Alexander BLACK ,"Lately  Director, Northern Ireland Science Park Foundation Ltd.  For services to Business.",Londonderry
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Adam Krysztof BOGUSZ ,"Deputy Head of Banking, London, HM Revenue and Customs.",Hertfordshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan Maria BRAIN ENGLAND ,"Chair, Standards Committee, Department for Work and Pensions.  For public service.",West Yorkshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof David John BREEZE ,"Lately Chief Inspector of Ancient Monuments, Historic Scotland, Scottish Executive.",Edinburgh
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Elizabeth BRIGHOUSE ,"Leader of Labour Group, Oxfordshire County Council.  For services to Local Government.",Oxfordshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nigel BROOK ,"Assistant Chief Officer and Director of Finance, West Yorkshire Police.  For services to the Police.",West Yorkshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Peter BROPHY ,"Lately Professor of Information Management, Manchester Metropolitan University.  For services to Visually Impaired People.",Lancashire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Derek BROWN ,"Managing Director, FTX Logistics.  For services to the Defence Industry.",Wiltshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Mary Elizabeth BROWN ,For voluntary service to the Association of Wrens.,East Sussex
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard BROYD ,For services to Heritage and to Conservation.,London
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Lindsey Alexander BUCKNOR ,"Head, Workforce Expansion, Jobcentre Plus, Department for Work and Pensions.",West Midlands
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Robert BURCH ,"Lately McClay Professor of Physical Chemistry and Head of the School of Chemistry and Chemical Engineering, Queen's University Belfast. For services to Science.",Antrim
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Frank BURCHILL ,"For services to the Advisory, Conciliation and Arbitration Service.",Staffordshire
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Arthur James BURDEN ,For charitable services.,Greater Manchester
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael John Clement BURGESS ,Coroner for Surrey. For services to the Administration of Justice.,Middlesex
Birthday,2009,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roy BUTTON ,"Senior Vice-President and Managing Director, Warner Brothers Productions.  For services to the Film Industry.",Hertfordshire
